source,target_id,item_id,paper_item_no_from_match,excel_row,rater_id,source_file,sheet,match_score,item_type_from_sheet,quality_score_5,qg_fluency,qg_clarity,qg_conciseness,qg_relevance,qg_consistency,qg_answerability,qg_answer_consistency,llm_fluency,llm_exclusiveness,llm_explicitness,llm_goal_alignment,llm_comprehensiveness,llm_focus,llm_guess_resistance,llm_completeness,llm_correctness,llm_solvability,llm_absoluteness,llm_plausibility,llm_reasoning,llm_feedback,llm_fairness,llm_explanation_score
Human,Human_row_012,H006,6,12,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_013,H007,7,13,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_014,H009,9,14,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_015,H010,10,15,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9962825278810408,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_016,H011,11,16,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_017,H012,12,17,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_018,H013,13,18,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_019,H014,14,19,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.826086956521739,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5
Human,Human_row_020,H015,15,20,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_021,H018,18,21,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_022,H019,19,22,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_023,H021,21,23,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9836065573770492,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_024,H022,22,24,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9947089947089948,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_025,H023,23,25,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9958847736625516,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_026,H024,24,26,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.996996996996997,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_027,H025,25,27,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9949238578680204,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_028,H026,26,28,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.5444444444444444,"A3,4/B",4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_029,H027,27,29,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.5858585858585859,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_030,H028,28,30,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.4216216216216216,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_031,H029,29,31,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.4568527918781725,,3.9565217391304346,4,3,3,5,5,4,5,4,3,3,5,4,4,4,5,5,5,4,3,3,3,3,4
Human,Human_row_032,H030,30,32,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.4397905759162304,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_033,H031,31,33,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.5024630541871922,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_034,H032,32,34,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.4766839378238341,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_035,H033,33,35,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.4431137724550898,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_036,H034,34,36,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.602510460251046,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_037,H035,35,37,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.4705882352941176,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_038,H036,36,38,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.5909090909090909,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_039,H037,37,39,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.4953271028037383,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_040,H038,38,40,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.6705882352941176,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_041,H039,39,41,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.618421052631579,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_042,H040,40,42,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.5432098765432098,B,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_043,H041,41,43,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.6105263157894737,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_044,H042,42,44,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.5647058823529412,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_045,H044,44,45,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9716981132075472,X,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_046,H045,45,46,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.981549815498155,,4.695652173913044,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,4,3,5
Human,Human_row_047,H046,46,47,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.970873786407767,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
Human,Human_row_048,H047,47,48,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9514563106796116,,7.391304347826087,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4,2,4,3,5,70
Human,Human_row_049,H048,48,49,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.260869565217392,5,5,5,5,5,5,4,5,4,4,5,3,5,4,5,5,5,4,3,2,3,3,4
Human,Human_row_050,H049,49,50,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9636363636363636,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_051,H050,50,51,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.9770114942528736,,4.217391304347826,5,5,5,5,5,5,4,5,4,3,5,3,5,4,5,5,5,4,3,2,3,3,4
Human,Human_row_052,H043,43,52,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,P,0.971153846153846,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_003,M001,1,3,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9937106918238994,A1,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_004,M002,2,4,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,1.0,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_005,M006,6,5,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9923664122137404,,4.695652173913044,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,4,3,5
MAS,MAS_row_006,M007,7,6,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9917355371900828,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_007,M017,17,7,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9941520467836256,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_008,M023,23,8,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.992,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_009,M024,24,9,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9894736842105264,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_010,M003,3,10,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9830508474576272,A2,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_011,M004,4,11,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9980732177263968,,4.478260869565218,4,5,4,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,4,3,4,3,5
MAS,MAS_row_012,M005,5,12,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9964912280701754,,4.695652173913044,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,4,3,5
MAS,MAS_row_013,M008,8,13,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,1.0,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_014,M009,9,14,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,1.0,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_015,M010,10,15,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9968253968253968,,4.565217391304348,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,3,4,3,5
MAS,MAS_row_016,M011,11,16,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9956709956709956,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_017,M012,12,17,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9968051118210862,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_018,M013,13,18,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9954337899543378,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_019,M014,14,19,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.996742671009772,,4.478260869565218,4,5,4,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,4,3,4,3,5
MAS,MAS_row_020,M015,15,20,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.996996996996997,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_021,M016,16,21,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.996078431372549,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_022,M025,25,22,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9967637540453076,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_023,M018,18,23,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9950248756218906,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_024,M019,19,24,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9964664310954064,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_025,M020,20,25,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9969040247678018,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_026,M021,21,26,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9973614775725592,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_027,M022,22,27,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9971671388101984,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_028,M026,26,28,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.979591836734694,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_029,M026,26,29,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.6971830985915493,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_030,M028,28,30,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.7320754716981132,,4.391304347826087,5,5,5,5,5,5,5,4,5,3,5,4,5,3,5,5,5,5,4,3,4,3,3
MAS,MAS_row_031,M029,29,31,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.985645933014354,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_032,M031,31,32,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.6426735218508998,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_033,M032,32,33,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9875518672199172,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_034,M032,32,34,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.7224334600760456,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_035,M032,32,35,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.7296296296296296,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_036,M035,35,36,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.98,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_037,M035,35,37,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.7345679012345679,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_038,M037,37,38,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.6787878787878788,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_039,M038,38,39,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9794520547945206,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_040,M038,38,40,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.7365079365079366,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_041,M040,40,41,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.6557377049180327,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_042,M041,41,42,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9830508474576272,B,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_043,M042,42,43,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.985645933014354,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_044,M041,41,44,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.75,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_045,M043,43,45,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9464285714285714,多项选择题,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_046,M044,44,46,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9736842105263158,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_047,M045,45,47,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.977491961414791,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_048,M046,46,48,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9736842105263158,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_049,M047,47,49,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9814126394052044,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_050,M048,48,50,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.982078853046595,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
MAS,MAS_row_051,M049,49,51,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9802631578947368,,4.652173913043479,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,3,5
MAS,MAS_row_052,M050,50,52,expert3_ai_expert_ratings_clea,expert3_ai_expert_ratings_cleaned.xlsx,M,0.9642857142857144,,4.565217391304348,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,4,3,5
Human,Human_row_003,H003,3,3,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.043478260869565,5,5,5,4,5,5,5,5,5,3,5,1,4,4,5,5,5,5,2,1,3,3,3
Human,Human_row_004,H004,4,4,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,0.991150442477876,,3.782608695652174,4,5,5,4,5,5,5,5,4,3,5,1,4,4,3,5,5,5,2,1,2,3,2
Human,Human_row_005,H005,5,5,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,0.9782608695652174,,4.0,5,5,5,4,5,5,5,5,5,3,5,1,4,3,5,5,5,5,2,1,3,3,3
Human,Human_row_006,H016,16,6,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.0,5,5,5,4,5,5,5,5,5,3,5,1,4,4,5,5,5,5,1,1,3,3,3
Human,Human_row_007,H017,17,7,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.0,5,5,5,4,5,5,5,5,5,3,5,1,4,4,5,5,5,5,1,1,3,3,3
Human,Human_row_008,H020,20,8,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,3.782608695652174,5,5,5,4,4,4,4,5,5,3,5,1,4,4,5,5,5,5,1,1,2,3,2
Human,Human_row_009,H008,8,9,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,3.9565217391304346,5,5,5,4,5,5,5,5,5,3,5,1,3,3,5,5,5,5,2,1,3,3,3
Human,Human_row_010,H001,1,10,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,A2,4.260869565217392,5,4,5,5,4,5,5,5,5,3,5,4,3,3,5,3,5,5,5,3,4,3,4
Human,Human_row_011,H002,2,11,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.086956521739131,5,5,5,5,4,5,5,5,5,3,5,1,4,4,5,5,5,5,3,1,3,3,3
Human,Human_row_012,H006,6,12,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.173913043478261,5,5,5,5,5,5,5,5,5,3,5,2,4,3,5,5,5,5,3,2,3,3,3
Human,Human_row_013,H007,7,13,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.130434782608695,5,5,5,5,5,5,5,5,5,3,5,2,4,3,5,5,5,5,2,2,3,3,3
Human,Human_row_014,H009,9,14,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.173913043478261,5,5,5,5,5,5,5,5,5,3,5,1,4,4,5,5,5,5,3,2,3,3,3
Human,Human_row_015,H010,10,15,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,0.9962825278810408,,4.173913043478261,4,5,4,5,5,5,5,5,5,3,5,1,4,4,5,5,5,5,3,2,4,3,4
Human,Human_row_016,H011,11,16,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.217391304347826,5,5,5,5,5,5,5,5,5,3,5,2,4,4,5,5,5,5,3,2,3,3,3
Human,Human_row_017,H012,12,17,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.391304347826087,5,5,5,5,5,5,5,5,5,3,5,2,4,4,5,5,5,5,4,3,4,3,4
Human,Human_row_018,H013,13,18,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.217391304347826,5,5,5,5,5,5,5,5,5,3,5,2,4,4,5,5,5,5,3,2,3,3,3
Human,Human_row_019,H014,14,19,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.3478260869565215,4,5,5,5,5,5,5,4,5,3,5,3,4,4,5,5,5,5,4,3,4,3,4
Human,Human_row_020,H015,15,20,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.173913043478261,5,5,5,5,5,5,5,5,5,3,5,1,4,4,5,5,5,5,3,2,3,3,3
Human,Human_row_021,H018,18,21,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.391304347826087,4,5,5,5,5,5,5,5,5,3,5,3,4,4,5,5,5,5,4,3,4,3,4
Human,Human_row_022,H019,19,22,expert4_ai_expert_ratings_clea,expert4_ai_expert_ratings_cleaned.xlsx,P,1.0,,4.130434782608695,5,5,5,5,5,5,5,5,5,3,5,1,4,4,5,5,5,5,2,2,3,3,3
