item_id,paper,paper_item_no,source_true,item_type,header_item_type,source_item_id,answer_key,answer_key_from_report,test_point,topic,blueprint_cognitive_level,cognitive_level,has_vignette,char_count,flesch_reading_ease,fuzzywuzzy_ratio_max,sentencebert_cosine_max,ngram_jaccard_max,question_text
H004,P,4,Human,A1,A1,4,C,C,泌尿、男生殖系统感染 - 前列腺炎,Tumors,recall,knowledge,0,56,121.22000000000003,,,,"不能行前列腺按摩取前列腺液检查的是
A. 前列腺癌
B. 前列腺结核
C. 急性前列腺炎
D. 前列腺增生
E. 慢性细菌性前列腺炎"
H005,P,5,Human,A1,A1,5,B,B,泌尿系统疾病的诊断 - 影像学检查,Other,recall,knowledge,0,46,121.22000000000003,,,,"判断前列腺大小较准确的检查方法是
A. 残余尿测定
B. B超
C. 膀胱造影
D. 直肠指诊
E. 膀胱镜检查"
H006,P,6,Human,A2,A2,6,D,D,泌尿系统梗阻 - 前列腺增生的治疗,Obstruction,application,application,1,132,-47.97999999999996,,,,"男性，70岁，进行性排尿困难5年，加重2月，药物治疗无效。B超提示前列腺增大，残余尿量110ml，双肾无积水，最大尿流率10ml/s。目前首选的治疗方法是？
A. 耻骨后前列腺切除
B. 耻骨上经膀胱前列腺切除
C. 耻骨上膀胱造瘘
D. 经尿道前列腺电切术
E. 开放性前列腺摘除术"
H007,P,7,Human,A2,A2,7,C,C,泌尿系统肿瘤 - 膀胱肿瘤,Tumors,application,application,1,117,36.62000000000003,,,,"患者，男，55岁，因“血尿1周”入院。1周来反复肉眼终末血尿，无畏寒发热，无尿频尿急尿痛。B超:膀胱左后壁见占位性病变，前列腺增生。请问在下一步检查中，意义最大的是什么？
A. 尿细胞学检查
B. 静脉尿路造影
C. 膀胱镜检查
D. CT
E. MRI"
H008,P,8,Human,A1,A1,8,E,E,泌尿系统结石,Stones,recall,knowledge,0,56,121.22000000000003,,,,"膀胱结石典型的临床表现是
A. 膀胱刺激征
B. 进行性排尿困难
C. 血尿
D. 腰痛，血尿，脓尿
E. 尿流中断，改变体位后好转"
H009,P,9,Human,A2,A2,9,D,D,泌尿系统结石,Tumors,application,application,1,73,121.22000000000003,,,,"男性，36岁，突发右腰部绞痛伴肉眼血尿半天，右腰部轻度压痛和叩击痛，无肌紧张，应考虑
A. 肾肿瘤
B. 肾结核
C. 急性肾盂肾炎
D. 肾输尿管结石
E. 肾积水"
H010,P,10,Human,A2,A2,10,B,B,泌尿系统肿瘤 - 膀胱肿瘤,Tumors,application,application,1,134,121.22000000000003,,,,"患者男，52岁。间断出现全程无痛性血尿9月余，期间血尿自行消失，故未进行任何检查及治疗，最近2周内又重新出现多次肉眼血尿，并有小血块。为明确诊断，下列哪项检查最适宜作为初步筛选检查
A. 尿红细胞位相检查
B. 尿脱落细胞学检查
C. 尿结核杆菌检查
D. 尿三杯试验
E. 尿细菌学检查"
H011,P,11,Human,A2,A2,11,D,D,排尿功能障碍 - 尿失禁,Other,application,application,1,100,121.22000000000003,,,,"患者女，30岁，2年前出现咳嗽打喷嚏时小便溢出，每次数滴，无法控制，行走、静息状态或日常生活中无明显溢尿。考虑什么诊断？
A. 真性尿失禁
B. 充溢性尿失禁
C. 急迫性尿失禁
D. 压力性尿失禁
E. 神经源性尿失禁"
H012,P,12,Human,A2,A2,12,E,E,泌尿系统梗阻 - 前列腺增生的治疗,Obstruction,application,application,1,139,-132.57999999999996,,,,"患者男，73岁，进行性排尿困难10年，加重2周，B超提示前列腺增大，残余尿400ml，双肾积水。血肌酐205μmol/L。最合适的治疗方案:
A. 观察等待
B. a受体阻滞剂
C. 联用a受体阻滞剂、5a-还原酶抑制剂
D. 行经尿道前列腺切除术
E. 留置导尿管引流尿液，待肾功能好转后择期手术"
H013,P,13,Human,A2,A2,13,B,B,泌尿系统肿瘤 - 肾盂癌,Tumors,application,application,1,73,121.22000000000003,,,,"患者男，56岁，间歇性全程无痛肉眼血尿2月余。静脉尿路造影可见右肾盂充盈缺损。首先考虑的疾病是:
A. 肾癌
B. 肾盂癌
C. 肾结核
D. 肾结石
E. 肾盂肾炎"
H014,P,14,Human,A2,A2,14,D,D,泌尿系统结石 - 并发症处理,Stones,application,application,1,211,111.07000000000002,,,,"一名 46 岁男性患者，主诉左腰部疼痛持续 6 个月，伴有 1 周的高热症状。经过抗炎治疗后，症状未见缓解。左腰部有明显的压痛。患者有左肾绞痛和血尿病史。血液常规：白细胞计数 19.2×10^9/L，中性粒细胞占比 0.80。尿常规：白细胞（++++）。超声检查和腹部平片显示左肾上部输尿管结石，长 1.5 厘米，位于第四腰椎横突处，左肾严重积水。首选治疗方法为
A. 输尿管镜取石术
B. 经皮肾镜取石术
C. 体外冲击波碎石术
D. 肾造瘘术
E. 保守治疗"
H015,P,15,Human,A2,A2,15,A,A,泌尿系统结石 - 治疗选择,Stones,application,application,1,91,120.20500000000001,,,,"患者男,55岁,反复右侧腰背部绞痛, KUB示右肾结石,长径3.2cm,首选治疗为？
A. 经皮肾镜碎石取石
B. 经输尿管镜碎石取石
C. 体外冲击波碎石
D. 药物排石
E. 补液抗炎抗休克等对症治疗"
H016,P,16,Human,A1,A1,16,A,A,泌尿系统梗阻 - 前列腺增生,Obstruction,recall,knowledge,1,46,121.22000000000003,,,,"下列为前列腺增生患者储尿期症状的是？
A. 夜尿增多
B. 尿无力
C. 尿线变细
D. 尿不尽感
E. 尿等待"
H017,P,17,Human,A1,A1,17,C,C,泌尿系统肿瘤 - 治疗原则,Tumors,recall,knowledge,0,43,121.22000000000003,,,,"内分泌治疗可用于治疗哪种肿瘤？
A. 膀胱癌
B. 肾上腺皮质癌
C. 前列腺癌
D. 睾丸癌
E. 肾癌"
H018,P,18,Human,A2,A2,18,C,C,肾上腺疾病,Tumors,application,application,1,199,-555.5799999999999,,,,"患者女，57岁，患有高血压病史17年，体检发现左侧肾上腺外支可见一直径约0.9cm的类圆形低密度影，病灶内密度均匀，增强后病灶中度强化，边缘光滑锐利，与周围组织分界清楚。查电解质示:钠145mmol/L，钾3.36mmol/L。查血浆醛固酮(立位)1080pmol/L，血浆肾素活性(立位)1.8ulU/ml。最可能的诊断是:
A. 嗜铬细胞瘤
B. 肾上腺皮质腺瘤
C. 醛固酮腺瘤
D. 肾细胞癌
E. 转移性肿瘤"
H019,P,19,Human,A2,A2,19,C,C,阴囊内容物疾病,Tumors,application,application,1,126,121.22000000000003,,,,"患者男性，72岁，因“阴囊进行性增大五年""入院，余无明显不适。查体:阴囊呈椭圆形，7*10cm，压之无痛，张力较高，睾丸扪不清，透光试验(+)。平卧时阴囊缩小。下列诊断最可能的是?
A. 腹股沟斜疝
B. 睾丸癌
C. 交通性鞘膜积液
D. 睾丸鞘膜积液
E. 急性附睾炎"
H020,P,20,Human,A1,A1,20,A,A,泌尿、男生殖系统感染,Infection,recall,knowledge,0,46,121.22000000000003,,,,"泌尿系感染首选哪种抗生素?
A. 喹诺酮类
B. 大环内酯类
C. 磺胺类
D. β-内酰胺类
E. 氨基糖苷类"
H021,P,21,Human,A2,A2,21,E,E,泌尿系统肿瘤 - 肾肿瘤,Tumors,application,application,1,90,36.62000000000003,,,,"患者68岁男性，发现血尿2周，检查泌尿系彩超提示右肾322cm实质性肿块，为进一步明确诊断，暂不考虑的检查是
A. 腹部X线平片
B. IVU
C. 肾动脉造影
D. CT
E. 红细胞相差显微镜检查"
H022,P,22,Human,A2,A2,22,B,B,泌尿系统(含男性生殖系统)-肾功能不全-慢性肾脏病的治疗,Other,application,application,1,94,121.22000000000003,,,,"女，63岁，主诉双下肢水肿6个月，影像学检查结果提示双肾缩小。对于该患者的治疗，下列哪项措施错误
A. 控制摄入蛋白质
B. 行双肾部分切除术
C. 控制摄入糖
D. 使用呋塞米药物
E. 使用糖皮质激素药物"
H023,P,23,Human,A2,A2,23,D,D,泌尿系统（含男性生殖系统）-泌尿系统外伤-肾外伤的诊断,Trauma,application,application,1,121,-132.57999999999996,,,,"患者，女，33岁。主诉左腰部受伤后出现腰痛。体检：血压119/88mmHg，P82次/分，左肾区叩痛，腹膜刺激征（-）；尿常规检查：RBC5～10个/HP。该患者最可能的诊断是
A. 肾部分裂伤
B. 肾全层裂伤
C. 肾蒂损伤
D. 肾挫伤
E. 自发性肾破裂"
H024,P,24,Human,A2,A2,24,D,D,泌尿系统（含男性生殖系统）-尿路结石-输尿管结石的治疗,Stones,application,application,1,166,36.62000000000003,,,,"男，42岁，主诉突发双侧腰腹部疼痛1天。既往有肾结石病史。查体：双侧肾叩击痛，右下腹压痛，余无阳性体征。肌酐262μmol/L。CT提示：右侧输尿管下段1.2cm结石，右侧输尿管上端扩张，左肾直径1.5cm结石。首选的治疗措施为
A. 左侧经皮肾镜碎石术
B. 双侧经皮肾造瘘取石术
C. 右侧输尿管切开取石术
D. 经输尿管镜取石
E. 血液透析治疗"
H025,P,25,Human,A2,A2,25,C,C,泌尿系统（含男性生殖系统）-泌尿、男性生殖系统先天性畸形及其他疾病-精索静脉曲张的概述,Andrology/Pelvic floor,application,application,1,98,121.22000000000003,,,,"男，28岁，不孕4年，查体：左侧阴囊下垂，左侧睾丸较右侧小，平静状态下可以摸到，另见精索静脉曲张呈海蛇团状，功能检查示弱小无精症，该患者精索静脉曲张分度为
A. 一度
B. 二度
C. 三度
D. 四度
E. 亚临床"
H026,P,26,Human,A3/A4,A3,26,A,A,泌尿系统（含男性生殖系统）-泌尿、男性生殖系统先天性畸形及其他疾病-鞘膜积液的诊断与鉴别诊断,Tumors,analysis,reasoning,1,51,121.22000000000003,,,,"(1) 该患者最可能的诊断为
A. 睾丸鞘膜积液
B. 精索鞘膜积液
C. 睾丸肿瘤
D. 腹股沟斜疝
E. 交通性鞘膜积液"
H027,P,27,Human,A3/A4,A3,26,D,D,泌尿系统（含男性生殖系统）-泌尿、男性生殖系统先天性畸形及其他疾病-鞘膜积液的诊断与鉴别诊断,Andrology/Pelvic floor,analysis,reasoning,1,60,121.22000000000003,,,,"(2) 对于该患者首选的治疗
A. 右侧斜疝修补术
B. 右侧睾丸切除术
C. 右侧鞘膜突高位结扎术
D. 右侧鞘膜睾丸翻转术
E. 穿刺抽液"
H028,P,28,Human,A3/A4,A4,28,E,E,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-肾肿瘤-肾血管平滑肌脂肪瘤的临床表现,Tumors,analysis,reasoning,1,42,-301.78,,,,"(1) 考虑患者出血的原因最可能的是
A. 肾囊肿
B. 多囊肾
C. 肾癌
D. 肾积水
E. 肾错构瘤"
H029,P,29,Human,A3/A4,A4,28,C,C,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-肾肿瘤-肾血管平滑肌脂肪瘤的临床表现,Tumors,analysis,reasoning,0,48,-301.78,,,,"(2) 为求明确诊断，进一步应行哪项检查
A. 尿路造影
B. 穿刺活检
C. MRI
D. 肾动脉造影
E. KUB"
H030,P,30,Human,A3/A4,A4,28,D,D,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-肾肿瘤-肾血管平滑肌脂肪瘤的临床表现,Tumors,analysis,reasoning,1,45,-301.78,,,,"(3) 对该患者首选的治疗措施是
A. 血肿去除手术
B. 肾部分切除
C. 肾切除
D. 介入治疗
E. 观察"
H031,P,31,Human,A3/A4,A3,31,B,B,泌尿系统(含男性生殖系统)-泌尿系统外伤-肾外伤的诊断,Trauma,analysis,reasoning,1,53,121.22000000000003,,,,"(1) 为了解患者新出现的右腰部包块来源，应首选的检查是
A. 同位素肾图
B. B超
C. KUB
D. 血常规
E. 尿常规"
H032,P,32,Human,A3/A4,A3,31,A,A,泌尿系统(含男性生殖系统)-泌尿系统外伤-肾外伤的诊断,Infection,analysis,reasoning,1,48,121.22000000000003,,,,"(2) 该患者下一步最恰当的治疗措施是
A. 抗休克同时准备手术
B. 输血
C. 抗感染
D. 输液
E. 继续观察"
H033,P,33,Human,A3/A4,A3,33,A,A,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-前列腺癌的病理和临床分期,Tumors,analysis,reasoning,1,39,35.60500000000002,,,,"(1) 该患者的临床分期是
A. T₄期
B. T₁期
C. T₂a期
D. T₂b期
E. T₃期"
H034,P,34,Human,A3/A4,A3,33,E,E,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-前列腺癌的病理和临床分期,Tumors,analysis,reasoning,0,75,35.60500000000002,,,,"(2) 此时应选择的最佳治疗方法是
A. 根治性前列腺切除术+内分泌治疗
B. 根治性前列腺切除术
C. 观察，对症处理
D. 双侧睾丸切除术
E. 药物去势+抗雄激素制剂"
H035,P,35,Human,A3/A4,A4,35,D,D,泌尿系统（含男性生殖系统)-尿路感染-急性肾盂肾炎的诊断,Stones,analysis,reasoning,1,50,-47.97999999999996,,,,"(1) 该患者最可能是
A. 感染
B. 肾结石合并泌尿系感染
C. 膀胱炎
D. 急性肾盂肾炎
E. 肾炎合并泌尿系感染"
H036,P,36,Human,A3/A4,A4,35,E,E,泌尿系统（含男性生殖系统)-尿路感染-急性肾盂肾炎的诊断,Infection,analysis,reasoning,1,80,-47.97999999999996,,,,"(2) 对该患者诊断的主要依据是
A. 突然寒战高热
B. 腰痛
C. 尿急、尿痛
D. 右侧肾区叩击痛（+)
E. 尿蛋白（+)，白细胞20～30个/HP，白细胞管型0～2个/低倍"
H037,P,37,Human,A3/A4,A4,35,D,D,泌尿系统（含男性生殖系统)-尿路感染-急性肾盂肾炎的诊断,Infection,analysis,reasoning,0,55,-47.97999999999996,,,,"(3) 为明确诊断还需要做的最主要检查是
A. 血β₂微球蛋白
B. 尿β₂微球蛋白
C. 血BUN
D. 尿细菌培养
E. 血肌酐"
H038,P,38,Human,A3/A4,A3,38,D,D,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-尿路上皮肿瘤-肾盂、输尿管癌的诊断与鉴别诊断,Tumors,analysis,reasoning,1,59,121.22000000000003,,,,"(1) 该患者静脉尿路造影最有诊断价值的X线表现是
A. 右肾不显影
B. 右肾积水
C. 右肾萎缩
D. 右肾盂充盈缺损
E. 右肾盏破坏"
H039,P,39,Human,A3/A4,A3,38,B,B,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-尿路上皮肿瘤-肾盂、输尿管癌的诊断与鉴别诊断,Tumors,analysis,reasoning,0,50,121.22000000000003,,,,"(2) 假如明确诊断后首选的治疗方法是
A. 右肾切除术
B. 右肾、输尿管全切除
C. 化疗
D. 放疗
E. 免疫治疗"
H040,P,40,Human,B,B,40,A,A,泌尿系统(含男性生殖系统)-泌尿系统结核-肾结核的治疗,Tuberculosis,comprehension,knowledge,0,25,121.22000000000003,,,,(1) 单侧肾结核，上肾盏虫蚀样改变，首选治疗方案是
H041,P,41,Human,B,B,40,E,E,泌尿系统(含男性生殖系统)-泌尿系统结核-肾结核的治疗,Tuberculosis,comprehension,knowledge,0,32,121.22000000000003,,,,(2) 单侧肾结核无功能，对侧肾重度积水合并尿毒症，首选治疗方案是
H042,P,42,Human,B,B,40,D,D,泌尿系统(含男性生殖系统)-泌尿系统结核-肾结核的治疗,Tuberculosis,comprehension,knowledge,0,27,121.22000000000003,,,,(3) 单侧肾结核无功能，对侧肾功能正常，首选治疗方案是
H043,P,43,Human,X,X,43,ABCE,ABCE,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-阴茎癌,Tumors,analysis,reasoning,0,101,36.62000000000003,,,,"关于阴茎癌，下列说法正确的有
A. 与包茎、包皮过长及HPV感染相关
B. 最常见的病理类型是鳞状细胞癌
C. 早期表现为乳头状或溃疡型病变
D. 腹股沟淋巴结肿大一定是肿瘤转移
E. 治疗以手术为主，根据分期决定切除范围"
H044,P,44,Human,X,X,44,ABDE,ABDE,泌尿、男性生殖系统结核-泌尿系统结核的临床表现,Obstruction,analysis,reasoning,0,103,121.22000000000003,,,,"关于泌尿系结核的临床表现，下列说法正确的有
A. 最常见的早期症状是尿频、尿急、尿痛
B. 血尿多为终末血尿
C. 全身症状如低热、盗汗、乏力等常不明显
D. 可伴有腰部钝痛或绞痛
E. 晚期可出现对侧肾积水、膀胱挛缩等并发症"
H045,P,45,Human,X,X,45,ACE,ACE,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-尿路上皮肿瘤-膀胱肿瘤的治疗,Tumors,analysis,reasoning,1,133,-132.57999999999996,,,,"关于膀胱癌下列说法正确的有
A. T2以上的膀胱癌都称为肌层浸润性膀胱癌
B. T2期的患者首选经尿道膀胱肿瘤电切术(TURBt)
C. T3期患者首选根治性膀胱全切除术
D. Ta期患者首选化疗药物或卡介苗(BCG)膀胱灌注治疗
E. 输尿管口附近或合并憩室的肿瘤应当用膀胱部分切除术"
H046,P,46,Human,X,X,46,ABCD,ABCD,泌尿系统(含男性生殖系统)-泌尿、男性生殖系统肿瘤-前列腺癌的诊断,Tumors,analysis,reasoning,1,100,-6.694999999999993,,,,"男，75岁。排尿困难3年，加重2周。直肠指检发现前列腺结节，质地硬。血清PSA 30ng/ml，患者下一步应进行下列哪些检查
A. 前列腺MRI
B. 泌尿系B超
C. 放射性核素骨显像
D. X线胸片
E. 膀胱尿道造影"
H047,P,47,Human,X,X,47,BDE,BDE,泌尿系统(含男性生殖系统)-尿路结石-上尿路结石的治疗,Stones,analysis,reasoning,0,49,121.22000000000003,,,,"下列哪些是肾结石行体外冲击波碎石的禁忌
A. 高血压
B. 输尿管狭窄
C. 糖尿病
D. 肾动脉瘤
E. 肾位置过高"
H048,P,48,Human,X,X,48,B,B,泌尿系统(含男性生殖系统)-肾功能不全-慢性肾脏病的治疗,Infection,analysis,reasoning,0,48,121.22000000000003,,,,"下列选项哪些是常规血液透析的禁忌症
A. 肺部感染
B. 新发脑出血
C. 急性左心衰竭
D. 糖尿病
E. 高血压"
H049,P,49,Human,X,X,49,BD,BD,泌尿系统外伤-前尿道外伤的治疗,Trauma,analysis,reasoning,1,53,121.22000000000003,,,,"对于尿道断裂的患者，不可进行的操作有
A. 应用云南白药止血
B. 逆行尿道造影
C. 膀胱造瘘
D. 导尿
E. 应用抗生素"
H050,P,50,Human,X,X,50,BD,BD,泌尿系统外伤-男性生殖系统感染-慢性细菌性前列腺炎的诊断,Infection,analysis,reasoning,1,85,121.22000000000003,,,,"老年男性前列腺液检查结果满足以下哪几项条件后即可明确诊断慢性前列腺炎
A. 红细胞>5个/高倍视野
B. 白细胞>10个/高倍视野
C. 细菌培养阳性
D. 卵磷脂小体减少
E. PH大于8"
